text,label,source
<html>You mean <u>nothing</u> is worth fighting for? </html>,anger,MovieDialog
"Yeah... he was one Martin Helder. White male, twenty-seven.  Let's see... wrap sheet shows one armed robbery conviction, a couple for sale of a controlled substance. Oh yeah, and he was wired on coke when you stopped his clock. ",happiness,MovieDialog
I vote we go back to The Slaughtered Lamb. ,happiness,MovieDialog
Pity. What's say we have a drink? ,sadness,MovieDialog
"Harlem? What is it, a restaurant? ",fear,MovieDialog
Claude Banks. How could I forget that? You've got to remember me. Ray Gibson. We went to high school together. ,happiness,MovieDialog
...their damned souls will be ours. ,anger,MovieDialog
"Yeah, I'm not leavin, this fort for nothin'. ",anger,MovieDialog
"<html>It's simple, Stu. We need nightmares - lots of 'em. So whenever we can swing it, we send a guy up to stimulate the flow...a <u>nightmare maker</u>! Like Steve here. Poe. Rasputin...we've been doing this all the way back to Atilla and Genghis Khan! </html>",anger,MovieDialog
That's very convenient. I think I'd like that. ,happiness,MovieDialog
You don't mind that I'm not coming tonight? ,fear,MovieDialog
Way you kiss me. ,happiness,MovieDialog
"Yeah, get out of here! Beat it! ",anger,MovieDialog
"No, you may not. ",anger,MovieDialog
"Well, I mean occasionally it seems to have, how shall one say?  How shall one say, Director? ",sadness,MovieDialog
"Well, just so you know, I don't care about that stuff. ",sadness,MovieDialog
There's a nice-looking little short one for you right now. ,happiness,MovieDialog
"Yes, I think it's brilliant. You've been doing it for years. ",happiness,MovieDialog
"You think that now! You think it's a bunch of hooey, don't you? ",anger,MovieDialog
I've isolated a neuro-muscular toxin responsible for the paralysis.  It seems to be metabolizing.  He should wake up soon. ,happiness,MovieDialog
"You try going through what we did. Bob couldn't take it, that's all. Christ, there's times when it still seems like I can't either. ",sadness,MovieDialog
Life knocked me back. ,sadness,MovieDialog
"I wasn't thinking.  Look, I'm sorry I didn't think to call you while I thought...I think. ",sadness,MovieDialog
"<html>Now Death is not what you would call a people person, like me. Death is a <u>putz</u> - and I should know. I'm his little brother. </html>",sadness,MovieDialog
"Nowhere, huh? odd you'd get all dressed up like that just to be going nowhere. ",anger,MovieDialog
"He gave it to you, Archie. He did. ",anger,MovieDialog
"All of your children are delinquent, Mrs. Little, and one, at least, Malcolm is a thief. ",anger,MovieDialog
"Just for the fun of it.--You see the one that makes it back home in the fastest time, I am going to enter in the nationals. ",happiness,MovieDialog
My name's McCall. I'm unarmed. ,fear,MovieDialog
He must still be in there. ,happiness,MovieDialog
It's not a lie! Nickels and dimes! To stuff into their own pockets! You can read all about it in the newspapers there! ,anger,MovieDialog
It had better be good. ,happiness,MovieDialog
"Respect? Well, isn't that progressive. ",anger,MovieDialog
I find that hard to believe. ,fear,MovieDialog
"That's a good idea, maybe I will! ",happiness,MovieDialog
Get down on your knees. ,anger,MovieDialog
What are you talking about? ,none,MovieDialog
What are you talking about? ,neutral,MovieDialog
We're not going on vacation..we're on a mission.. ,anger,MovieDialog
I know you did. ,sadness,MovieDialog
Sit right there by yourself if you want. Wait for her by yourself. That's fine with me. Just dandy. I'm going downstairs. ,anger,MovieDialog
"Cameron, I'm a little busy ",sadness,MovieDialog
I can't do it. ,sadness,MovieDialog
Thanks for waking me up.  Picking me up. You're loud today. ,happiness,MovieDialog
"You be careful of that little bastard. He's dying to get in your pants, you know. ",anger,MovieDialog
"Good evening, sir. I was just making some--  Governor Hopper! ",happiness,MovieDialog
"You see, it's not a dream. ",happiness,MovieDialog
I know you've been subtly spreading the word that I'm having a breakdown. ,sadness,MovieDialog
You did not!?... We're not!? ,anger,MovieDialog
Where'd Twombley get shot? ,sadness,MovieDialog
She knew she was gonna die. ,sadness,MovieDialog
I never paid for it in my life. ,anger,MovieDialog
"I'd have knocked you off those bottles, put a bullet in your ass and be half way to New York right now. ",anger,MovieDialog
You're not going to kill us? ,fear,MovieDialog
"I thought it was -- Nobody ever said, ""I should have spent more time at the office."" ",sadness,MovieDialog
You fixing to add overtime to a twelve- hour day? The union ain't gonna like it. ,sadness,MovieDialog
"And this trip to the valley. I can't imagine why I'd allow you to drag me down here. Why, we don't know anything about these people. We're not even armed! ",anger,MovieDialog
"Being a superhero, wanting to save the world. It's so... unselfish. ",sadness,MovieDialog
"Listen. Listen, Longfellow. You've got brains, kid. You'll get along swell if you'll only curb your homicidal instincts - and keep your trap shut. Don't talk to anybody! These newshounds are out gunning for you. ",anger,MovieDialog
A gag. A gag! ,anger,MovieDialog
I will not accept this! Now go away! ,anger,MovieDialog
Turn that off!  Get the bags. ,anger,MovieDialog
Aren't you the one that thinks all psychotherapy is bullshit? ,anger,MovieDialog
"Have the staff apologize profusely and issue credit vouchers.  But remember, it's a capacity problem.  That's all. ",sadness,MovieDialog
"Who is he, his name? ",fear,MovieDialog
"Yes, sir. He doesn't make copies. ",happiness,MovieDialog
I really can't give out any information right now at this point. ,sadness,MovieDialog
I don't have any sugar either. ,sadness,MovieDialog
Your mom and the boys can drop by anytime. ,happiness,MovieDialog
"That's a train, son. Don't stand in front of them. ",anger,MovieDialog
"Have you seen Joey and Kincaid!  God, I can't find them.  I can't find them anywhere. ",sadness,MovieDialog
"Strudel, this is Herr Mozart. Say good morning. ",happiness,MovieDialog
Is there anything wrong? ,fear,MovieDialog
How'd you find me here? ,fear,MovieDialog
Lucky nothing.  I had to empty my damn gun into him. ,anger,MovieDialog
"There was one nice-looking one there inna black dress and beads, but she's dancing now. ",happiness,MovieDialog
You shouldn't.  You shouldn't trust anyone... certainly not the Attorney General who wants it all for himself.  Not the young federal agent who wants your job.  Not even the old man who just wants to hang onto what he's created.  Don't trust anyone.  Just find the Minority Report. ,sadness,MovieDialog
"Yeah, very big, a giant. ",happiness,MovieDialog
"No, I don't get that! ",sadness,MovieDialog
"Say, do you always work people over like you did Luther? ",anger,MovieDialog
"No, no. I have to get back. I have - ",sadness,MovieDialog
Obvious?  Why don't you and I have a little talk about the obvious... outside. ,sadness,MovieDialog
"Elaine, I mean the mission has to be aborted.  This ship should never have passed FSA inspection.  This thing is held together by string and chewing gum. ",sadness,MovieDialog
"Not chopped up.  Not chopped up like that.  I mean, what do I got left? Coupla articles.  A medal or two. Plaque here and there and in a coupla years no one remembers me anymore. ",sadness,MovieDialog
I haven't forced him to work.  I only wet him down once.  Why would he leave? ,sadness,MovieDialog
"Why? We did pretty well, wouldn't you say? ",happiness,MovieDialog
Elaine! I... I'm sorry... I was expecting somebody else... police business. ,sadness,MovieDialog
Dr. Sheeler is leaving Mumford? I'm sorry to hear that. ,sadness,MovieDialog
"I've never used the word insane, Ted. ",sadness,MovieDialog
I've retrieved certain pieces of information on Miss Katarina Stratford I think you'll find helpful. ,happiness,MovieDialog
There's nothing like weightless sleep for a complete rest. ,happiness,MovieDialog
You don't know the half of it. ,anger,MovieDialog
"Don't blame me, I don't even remember being there. ",fear,MovieDialog
Don't mind the Colonel. He hates people. ,sadness,MovieDialog
You're making me very angry. ,anger,MovieDialog
He's gonna kill her no matter what. If I take him these jewels he's gonna kill me and her. ,fear,MovieDialog
"Get out, get out! ",anger,MovieDialog
"It's not my money.  The woman I got it from is never going to give it a second thought.  Let's not make a big deal out of this, okay?  Go be a race car driver.  Go run for President.  Whatever. ",anger,MovieDialog
Why bother with Orsini-Rosenberg? He's obviously no friend of yours. ,anger,MovieDialog
Can you make out what they're talking about? ,fear,MovieDialog
"If he's hoping that then he's dumber than I think he is, which would be amazin', cause I already think he's real dumb. ",anger,MovieDialog
At least he didn't kill Santa Claus with his bare hands. ,anger,MovieDialog
"I got two problems.  Number one, I'm not playin' games.  Number two, you got nothin' to bet with. ",sadness,MovieDialog
I don't know what makes you so curious. You have any idea who his seed-mother was? ,sadness,MovieDialog
"All right, you two, move along. ",anger,MovieDialog
Are you telling me I have to go to Earth and kill my brothers? ,anger,MovieDialog
Why not? Half the house! ,sadness,MovieDialog
"Well, I'm not borrowing any more money from my mother, and that's that! ",anger,MovieDialog
Wait a minute--Jim--you didn't ask *Smith* over here! ,anger,MovieDialog
"Now it gets weird.  She says he comes back in dreams.  If he kills you there, you're dead for real. ",anger,MovieDialog
Then we better get moving... But there's no way we can get the jewels out of evidence. ,sadness,MovieDialog
We gotta postcard from my son Nickie and his bride. They're inna big hotel in Florida on their honeymoon. Everything is very nice. ,happiness,MovieDialog
Couple thousand. Most of them evil ,anger,MovieDialog
"Oh, Stewardess. My husband is very sick. Can you do something, please? ",fear,MovieDialog
"Look, I'm in here.  You call this a career move? ",anger,MovieDialog
"Just how serious is it, doctor? ",fear,MovieDialog
"Oh, I can't stand it. ",disgust,MovieDialog
You thought I was talking about getting married?! ,anger,MovieDialog
*                     CBS said they'll give us four minutes.  They thought the Russian was a nice touch. ,happiness,MovieDialog
"Roy, remember, it is all within your power. The only thing that's in your way... is you. ",sadness,MovieDialog
"Leave town? They're going to know me in fucking Des Moines now!...  They got over ten million in jewels in that place. That's freedom, man. I could go anywhere I want. ",anger,MovieDialog
Vital signs have stabilized. That's good. ,happiness,MovieDialog
"I hope you don't think I want you to do this for free. Just because we're gonna play it like we're friends, doesn't mean I won't pay you like a doctor. ",sadness,MovieDialog
